sharedaddress,uniqueaddress,shortpluscode,Consideration,Market_Value,Acquisition_Date,Completion_Date
"5, Douglas Road, Castletown, IM9 4EG",,38WF+RXM,252500.0,252500.0,2022-03-17,2022-04-11
"Marievale, Douglas Road, Castletown, IM9 4EF",,38WG+R3H,10000.0,320000.0,2010-05-17,2010-10-22
"Marievale, Douglas Road, Castletown, IM9 4EF",,38WG+R3H,0.0,320000.0,2012-08-22,2012-11-28
"Marievale, Douglas Road, Castletown, IM9 4EF",,38WG+R3H,150000.0,150000.0,2019-07-30,2019-09-03
"Twin View, Douglas Road, Castletown, IM9 4EF",,38WG+R4P,325000.0,325000.0,2020-09-22,2020-11-02
"Twin View, Douglas Road, Castletown, IM9 4EF",,38WG+R4P,380000.0,380000.0,2022-05-12,2022-07-15
"113A, Ballanorris Crescent, Castletown, IM9 4EU",,38WG+W4C,160000.0,160000.0,2014-10-20,2015-02-02
"113A, Ballanorris Crescent, Castletown, IM9 4EU",,38WG+W4C,150000.0,195000.0,2020-05-20,2020-08-03
"113A, Ballanorris Crescent, Castletown, IM9 4EU",,38WG+W4C,275000.0,275000.0,2021-12-13,2022-01-14
"109, Ballanorris Crescent, Castletown, IM9 4EU",,38WG+WFQ,225000.0,225000.0,2018-11-23,2019-09-19
"108, Ballanorris Crescent, Castletown, IM9 4EU",,38WG+WJR,30000.0,0.0,2006-10-27,2007-06-29
"90, Cronk Cullyn, Colby, IM9 4PS",,38X2+33P,715999.0,715999.0,2015-07-15,2016-12-12
"4, Cronk Cullyn, Colby, IM9 4NQ",,38X2+4CH,660000.0,660000.0,2022-10-06,2023-01-06
"3, Cronk Cullyn, Colby, IM9 4NQ",,38X2+4GX,370000.0,370000.0,2018-02-02,2018-04-12
"31, Cronk Cullyn, Colby, IM9 4PS",,38X2+636,640000.0,640000.0,2016-11-25,2017-05-24
"31, Cronk Cullyn, Colby, IM9 4PS",,38X2+636,800000.0,800000.0,2023-02-23,2023-05-26
"25, Cronk Cullyn, Colby, IM9 4NQ",,38X2+6WM,399999.0,399999.0,2007-02-28,2007-08-25
"24, Cronk Cullyn, Colby, IM9 4NQ",,38X2+7G9,375000.0,375000.0,2014-12-10,2015-06-02
"26, Cronk Cullyn, Colby, IM9 4NQ",,38X2+8V2,385000.0,385000.0,2007-03-06,2007-08-25
"26, Cronk Cullyn, Colby, IM9 4NQ",,38X2+8V2,480000.0,480000.0,2008-04-25,2008-07-16
"26, Cronk Cullyn, Colby, IM9 4NQ",,38X2+8V2,505000.0,505000.0,2011-10-27,2011-12-06
"26, Cronk Cullyn, Colby, IM9 4NQ",,38X2+8V2,500000.0,500000.0,2020-03-27,2021-01-26
"26, Cronk Cullyn, Colby, IM9 4NQ",,38X2+8V2,530000.0,530000.0,2021-06-11,2021-10-18
"27, Cronk Cullyn, Colby, IM9 4NQ",,38X2+9QP,369999.0,369999.0,2007-01-25,2007-08-25
"27, Cronk Cullyn, Colby, IM9 4NQ",,38X2+9QP,555000.0,555000.0,2011-12-16,2012-03-16
"Mines View, 30, Cronk Cullen, Colby, IM9 4NQ",,38X2+C5R,434000.0,434000.0,2007-02-09,2007-08-25
"Mines View, 30, Cronk Cullen, Colby, IM9 4NQ",,38X2+C5R,0.0,560000.0,2009-03-03,2009-03-30
"Mines View, 30, Cronk Cullen, Colby, IM9 4NQ",,38X2+C5R,650000.0,650000.0,2010-10-19,2011-01-23
"Mines View, 30, Cronk Cullen, Colby, IM9 4NQ",,38X2+C5R,567000.0,567000.0,2018-03-09,2019-01-11
"29, Cronk Cullyn, Colby, IM9 4NQ",,38X2+C64,360000.0,360000.0,2007-01-26,2007-08-25
"29, Cronk Cullyn, Colby, IM9 4NQ",,38X2+C64,540000.0,540000.0,2007-10-26,2008-03-03
"28, Cronk Cullyn, Colby, IM9 4NQ",,38X2+CJ5,364500.0,364500.0,2006-12-18,2007-08-25
"28, Cronk Cullyn, Colby, IM9 4NQ",,38X2+CJ5,508000.0,508000.0,2009-09-03,2009-11-04
"28, Cronk Cullyn, Colby, IM9 4NQ",,38X2+CJ5,680000.0,680000.0,2022-07-14,2022-08-18
"14, Cronk Y Thatcher, Colby, IM9 4LN",,38X3+536,350000.0,350000.0,2012-06-13,2012-09-26
"Strathallan, Main Road, Castletown, IM9 4LJ",,38X7+89M,185000.0,185000.0,2023-04-26,2023-05-10
"2, Tickle Close, Castletown, IM9 4LQ",,38X8+RPF,70000.0,70000.0,2017-12-22,2019-08-31
"The Feathers, 1, Tickle Close, Castletown, IM9 4EE",,38X9+X2R,350000.0,350000.0,2017-12-22,2019-09-11
"118A, Ballanorris Crescent, Castletown, IM9 4EU",,38XF+3RR,335000.0,335000.0,2009-10-01,2009-12-03
"121, Ballanorris Crescent, Castletown, IM9 4EX",,38XF+4PR,210000.0,210000.0,2016-12-16,2017-05-25
"118B, Ballanorris Crescent, Castletown, IM9 4EU",,38XF+5WV,270000.0,270000.0,2008-12-22,2009-02-24
"118B, Ballanorris Crescent, Castletown, IM9 4EU",,38XF+5WV,250000.0,250000.0,2019-03-22,2019-04-25
"124, Friary Park, Castletown, IM9 4EX",,38XF+7H5,182500.0,182500.0,2016-08-15,2016-09-23
"125, Ballanorris Crescent, Castletown, IM9 4EX",,38XF+7MM,205000.0,0.0,2005-10-12,2006-01-26
"128, Ballanorris Crescent, Castletown, IM9 4EX",,38XF+89P,200000.0,200000.0,2013-03-26,2013-04-30
"99, Ballanorris Crescent, Castletown, IM9 4ET",,38XF+8XC,295000.0,295000.0,2022-02-18,2022-05-27
"129, Friary Park, Castletown, IM9 4EX",,38XF+98X,220000.0,220000.0,2019-08-16,2020-07-10
"1, Friary Cottages, Castletown, IM9 4EQ",,38XF+C29,87500.0,175000.0,2017-06-02,2017-11-30
"1, Friary Cottages, Castletown, IM9 4EQ",,38XF+C29,166900.0,166900.0,2018-07-20,2018-09-26
"97, Ballanorris Crescent, Castletown, IM9 4ET",,38XF+CQ9,19151.39,220000.0,2010-11-25,2011-07-22
"131, Friary Park, Castletown, IM9 4EY",,38XF+F7Q,221500.0,0.0,2005-12-06,2006-01-27
"93, Ballanorris Crescent, Castletown, IM9 4ES",,38XF+FWM,155500.0,0.0,2006-11-15,2007-07-14
"92, Ballanorris Crescent, Castletown, IM9 4ES",,38XF+FX4,0.25,195000.0,2020-05-05,2020-07-01
"92, Ballanorris Crescent, Castletown, IM9 4ES",,38XF+FX4,299000.0,299000.0,2022-03-03,2022-04-22
"134, Friary Park, Castletown, IM9 4EY",,38XF+G36,385000.0,385000.0,2020-11-27,2021-02-10
"94, Friary Park, Castletown, IM9 4EP",,38XF+GR7,170000.0,170000.0,2020-06-24,2020-11-23
"46, Friary Park, Castletown, IM9 4EN",,38XF+JHF,190000.0,190000.0,2022-01-20,2022-03-01
"46, Friary Park, Castletown, IM9 4EN",,38XF+JHF,299000.0,299000.0,2022-09-30,2022-10-12
"43, Friary Park, Castletown, IM9 4EN",,38XF+M7W,266000.0,266000.0,2010-03-26,2010-08-17
"43, Friary Park, Castletown, IM9 4EN",,38XF+M7W,262500.0,262500.0,2020-07-03,2020-08-26
"38, Bymacan Close, Castletown, IM9 4EL",,38XF+PRF,160000.0,160000.0,2013-01-14,2013-02-04
"38, Bymacan Close, Castletown, IM9 4EL",,38XF+PRF,188000.0,188000.0,2013-02-08,2013-02-28
"38, Bymacan Close, Castletown, IM9 4EL",,38XF+PRF,285000.0,285000.0,2021-11-05,2022-03-02
"4, Greyfriars Close, Castletown, IM9 4EJ",,38XF+R46,200000.0,200000.0,2018-05-21,2018-08-30
"26, Bymacan Close, Castletown, IM9 4EL",,38XF+RFH,0.25,200000.0,2016-11-15,2017-03-02
"27, Bymacan Close, Castletown, IM9 4EL",,38XF+RJJ,180000.0,180000.0,2016-12-02,2017-03-15
"28, Bymacan Close, Castletown, IM9 4EL",,38XF+RPM,296000.0,296000.0,2008-10-09,2009-02-10
"28, Bymacan Close, Castletown, IM9 4EL",,38XF+RPM,0.25,260000.0,2015-12-02,2016-11-02
"28, Bymacan Close, Castletown, IM9 4EL",,38XF+RPM,270000.0,270000.0,2022-04-29,2022-05-27
"29 Bymacan Close, 29, Friary Park, Castletown, IM9 4EL",,38XF+RRV,6000.0,0.0,2005-11-28,2006-03-20
"29 Bymacan Close, 29, Friary Park, Castletown, IM9 4EL",,38XF+RRV,192750.0,192750.0,2017-01-09,2017-06-08
"29 Bymacan Close, 29, Friary Park, Castletown, IM9 4EL",,38XF+RRV,250000.0,250000.0,2019-07-31,2019-09-16
"6, Greyfriars Close, Castletown, IM9 4EJ",,38XF+W6F,163000.0,0.0,2004-06-21,2004-08-02
"24, Greyfriars Close, Castletown, IM9 4EJ",,38XF+WC2,216000.0,0.0,2007-02-15,2007-08-30
"23, Greyfriars Close, Castletown, IM9 4EJ",,38XF+WGF,265000.0,265000.0,2020-05-22,2020-09-16
"21, Greyfriars Close, Castletown, IM9 4EJ",,38XF+WPP,165000.0,165000.0,2014-06-16,2014-09-22
"19, Greyfriars Close, Castletown, IM9 4EJ",,38XF+WWP,227500.0,227500.0,2008-07-04,2008-09-26
"19, Greyfriars Close, Castletown, IM9 4EJ",,38XF+WWP,190000.0,190000.0,2016-09-02,2016-10-20
"19, Greyfriars Close, Castletown, IM9 4EJ",,38XF+WWP,220000.0,220000.0,2020-02-10,2020-03-11
"115, Ballanorris Crescent, Castletown, IM9 4EU",,38XG+25X,195000.0,0.0,2005-11-09,2005-11-29
"115, Ballanorris Crescent, Castletown, IM9 4EU",,38XG+25X,195000.0,195000.0,2008-12-03,2009-02-19
"115, Ballanorris Crescent, Castletown, IM9 4EU",,38XG+25X,49425.77,240000.0,2016-11-09,2016-11-29
"83, Ballanorris Crescent, Castletown, IM9 4ER",,38XG+2P6,195000.0,195000.0,2007-11-20,2008-04-18
"82, Ballanorris Crescent, Castletown, IM9 4ER",,38XG+3QC,217500.0,217500.0,2018-07-06,2019-02-21
"104, Friary Park, Castletown, IM9 4ET",,38XG+48F,185000.0,185000.0,2007-12-07,2008-07-22
"104, Friary Park, Castletown, IM9 4ET",,38XG+48F,8000.0,200000.0,2008-10-31,2008-12-03
"104, Friary Park, Castletown, IM9 4ET",,38XG+48F,275000.0,275000.0,2021-09-06,2022-11-18
"86, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+5CW,295000.0,295000.0,2010-05-28,2010-10-04
"86, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+5CW,260000.0,260000.0,2019-04-29,2019-09-09
"86, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+5CW,310000.0,310000.0,2021-05-14,2021-10-05
"86, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+5CW,389000.0,389000.0,2022-11-21,2023-01-10
"102, Ballanorris Crescent, Castletown, IM9 4ET",,38XG+654,263000.0,263000.0,2019-03-15,2019-10-31
"87, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+69J,212000.0,0.0,2006-10-17,2007-05-22
"87, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+69J,305000.0,305000.0,2023-05-10,2023-05-23
"100, Ballanorris Crescent, Castletown, IM9 4ET",,38XG+72P,220000.0,220000.0,2015-07-15,2016-01-19
"100, Ballanorris Crescent, Castletown, IM9 4ET",,38XG+72P,165000.0,165000.0,2016-03-04,2016-05-23
"77, Friary Park, Castletown, IM9 4ER",,38XG+7GX,260000.0,260000.0,2010-07-02,2011-09-01
"77, Friary Park, Castletown, IM9 4ER",,38XG+7GX,199000.0,199000.0,2016-12-02,2017-01-20
"78, Ballanorris Crescent, Castletown, IM9 4ER",,38XG+7J6,0.25,265000.0,2010-03-03,2011-08-18
"78, Ballanorris Crescent, Castletown, IM9 4ER",,38XG+7J6,220000.0,220000.0,2013-09-29,2014-01-21
"64A, Friary Park , Castletown, IM9 4EP",,38XG+7QQ,187000.0,187000.0,2015-10-30,2016-04-14
"64A, Friary Park , Castletown, IM9 4EP",,38XG+7QQ,255000.0,255000.0,2020-09-04,2020-12-07
"64, Friary Park, Castletown, IM9 4EP",,38XG+7RJ,230000.0,230000.0,2012-11-12,2013-01-03
"63A, Castletown, IM9 4EP",Friary Park,38XG+7W6,273500.0,273500.0,2017-06-15,2018-01-10
"63A, Castletown, IM9 4EP",Friary Park ,38XG+7W6,245000.0,245000.0,2011-01-28,2011-08-09
"63, Friary Park, Castletown, IM9 4EP",,38XG+7W8,230000.0,230000.0,2010-07-30,2011-06-03
"63, Friary Park, Castletown, IM9 4EP",,38XG+7W8,255000.0,255000.0,2021-04-29,2021-09-17
"89, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+868,230000.0,230000.0,2009-12-18,2010-03-23
"65, Friary Park, Castletown, IM9 4EP",,38XG+8PF,201000.0,0.0,2006-11-10,2007-07-25
"65, Friary Park, Castletown, IM9 4EP",,38XG+8PF,242500.0,242500.0,2008-09-26,2008-11-14
"61A, Friary Park, Castletown, IM9 4EW",,38XG+8XX,180000.0,180000.0,2012-04-05,2012-07-11
"61A, Friary Park, Castletown, IM9 4EW",,38XG+8XX,220000.0,220000.0,2020-12-11,2021-02-12
"90, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+945,246500.0,246500.0,2016-11-04,2018-02-13
"75, Ballanorris Crescent, Castletown, IM9 4ER",,38XG+9C4,264000.0,264000.0,2009-12-18,2010-05-27
"66, Friary Park, Castletown, IM9 4EP",,38XG+9M6,180000.0,180000.0,2008-04-25,2008-09-15
"60, Friary Park, Castletown, IM9 4EW",,38XG+9VX,69250.0,84500.0,2007-04-05,2007-11-14
"60A, Friary Park, Castletown, IM9 4EW",,38XG+9WM,176750.0,0.0,2006-02-06,2006-07-31
"60A, Friary Park, Castletown, IM9 4EW",,38XG+9WM,212500.0,212500.0,2012-02-03,2012-05-03
"60A, Friary Park, Castletown, IM9 4EW",,38XG+9WM,252000.0,252000.0,2021-07-23,2021-10-11
"61, Friary Park, Castletown, IM9 4EW",,38XG+9X7,173000.0,173000.0,2012-11-16,2012-12-18
"91, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+C32,234000.0,234000.0,2007-07-27,2008-01-25
"91, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+C32,257500.0,257500.0,2010-04-09,2010-10-14
"91, Ballanorris Crescent, Castletown, IM9 4ES",,38XG+C32,200000.0,200000.0,2016-10-12,2017-01-27
"73, Ballanorris Crescent, Castletown, IM9 4ER",,38XG+C7Q,243000.0,243000.0,2015-10-23,2016-04-15
"68, Friary Park , Castletown, IM9 4EP",,38XG+CGH,150000.0,150000.0,2011-09-16,2012-01-11
"72, Ballanorris Crescent, Castletown, IM9 4ER",,38XG+F6C,142500.0,285000.0,2016-12-22,2017-04-10
"72, Ballanorris Crescent, Castletown, IM9 4ER",,38XG+F6C,71250.0,285000.0,2016-12-23,2017-11-08
"69, Friary Park, Castletown, IM9 4EP",,38XG+FF5,240000.0,240000.0,2009-10-01,2009-12-10
"71, Friary Park, Castletown, IM9 4EP",,38XG+G8P,245000.0,245000.0,2018-08-09,2019-02-19
"56A, Friary Park, Castletown, IM9 4EW",,38XG+GJH,209000.0,209000.0,2012-04-30,2012-07-26
"51, Friary Park, Castletown, IM9 4EN",,38XG+J2Q,1.0,285000.0,2021-02-22,2021-07-19
"52, Friary Park, Castletown, IM9 4EN",,38XG+J4X,202500.0,202500.0,2008-05-16,2008-08-16
"53, Friary Park, Castletown, IM9 4EN",,38XG+J6W,0.0,140000.0,2016-08-01,2016-10-17
"35, Bymacan Close, Castletown, IM9 4EL",,38XG+P4M,175000.0,175000.0,2007-03-23,2007-10-31
"35, Bymacan Close, Castletown, IM9 4EL",,38XG+P4M,155000.0,155000.0,2018-03-06,2018-04-11
"31, Bymacan Close, Castletown, IM9 4EL",,38XG+R2W,169000.0,169000.0,2017-11-08,2018-04-05
"31, Bymacan Close, Castletown, IM9 4EL",,38XG+R2W,235000.0,235000.0,2019-10-08,2019-10-31
"33, Bymacan Close , Castletown, IM9 4EL",,38XG+R6P,270000.0,270000.0,2020-08-03,2020-12-19
"32, Bymacan Close, Castletown, IM9 4EL",,38XG+V48,160000.0,160000.0,2014-08-08,2015-01-12
"32, Bymacan Close, Castletown, IM9 4EL",,38XG+V48,255000.0,255000.0,2022-03-28,2022-04-11
"62, Friary Park Road, Castletown, IM9 4EW",,38XH+72W,315000.0,315000.0,2020-10-23,2021-02-27
"62, Friary Park Road, Castletown, IM9 4EW",,38XH+72W,375000.0,375000.0,2022-07-19,2022-08-03
"Cloona Cottage, 5, Douglas Street, Castletown, IM9 1AY",,39F2+P2J,0.25,280000.0,2011-02-08,2011-05-25
"Cloona Cottage, 5, Douglas Street, Castletown, IM9 1AY",,39F2+P2J,120000.0,240000.0,2017-01-30,2017-02-28
"Cloona Cottage, 5, Douglas Street, Castletown, IM9 1AY",,39F2+P2J,370000.0,370000.0,2023-06-30,2023-07-28
"Ripple Cottage, 6, Douglas Street, Castletown, IM9 1AY",,39F2+Q22,430000.0,430000.0,2009-07-20,2009-09-03
"7, Douglas Street, Castletown, IM9 1AY",,39F2+Q27,95000.0,120000.0,2009-12-03,2010-07-22
"Cameron Court, Derbyhaven, IM9 1TZ",,39FG+QPM,1.405e6,1.405e6,2013-04-26,2013-08-16
"Skeddan Veg, Fort Island Road, Derbyhaven, IM9 1TZ",,39FG+XHJ,565000.0,565000.0,2017-11-15,2018-02-06
"Skeddan Veg, Fort Island Road, Derbyhaven, IM9 1TZ",,39FG+XHJ,715000.0,715000.0,2022-05-16,2022-06-09
"Douglas Street, Castletown, IM9 1BD",Rowans,39G2+8GP,0.25,600000.0,2012-09-07,2012-12-12
"Douglas Street, Castletown, IM9 1BD",The Rowans,39G2+8GP,650000.0,650000.0,2021-11-05,2022-01-06
"13, Pickard Close, Castletown, IM9 1BB",,39G2+C75,195000.0,0.0,2006-10-31,2007-04-18
"13, Pickard Close, Castletown, IM9 1BB",,39G2+C75,212500.0,212500.0,2018-10-25,2018-11-30
"13, Pickard Close, Castletown, IM9 1BB",,39G2+C75,269950.0,269950.0,2021-11-05,2021-12-23
"15, Douglas Street, Castletown, IM9 1BD",,39G2+CPM,365000.0,365000.0,2011-09-01,2012-01-26
"1, Pickard Close, Castletown, IM9 1BB",,39G2+F6R,193000.0,193000.0,2012-01-13,2012-05-08
"1, Pickard Close, Castletown, IM9 1BB",,39G2+F6R,205000.0,205000.0,2016-11-08,2016-11-15
"9, Pickard Close, Castletown, IM9 1BB",,39G2+FC3,162500.0,0.0,2006-06-02,2007-04-18
"9, Pickard Close, Castletown, IM9 1BB",,39G2+FC3,0.0,230000.0,2015-07-01,2015-10-12
"8, Pickard Close, Castletown, IM9 1BB",,39G2+FCX,210000.0,210000.0,2008-04-08,2008-08-16
"8, Pickard Close, Castletown, IM9 1BB",,39G2+FCX,212000.0,212000.0,2009-10-09,2009-11-26
"8, Pickard Close, Castletown, IM9 1BB",,39G2+FCX,185000.0,185000.0,2016-12-19,2017-04-28
"3, Pickard Close, Castletown, IM9 1BB",,39G2+G73,200000.0,200000.0,2011-01-28,2011-05-11
"3, Pickard Close, Castletown, IM9 1BB",,39G2+G73,200000.0,200000.0,2013-08-23,2014-01-29
"3, Pickard Close, Castletown, IM9 1BB",,39G2+G73,190000.0,190000.0,2016-10-07,2016-12-29
"4, Pickard Close, Castletown, IM9 1BB",,39G2+G7H,206000.0,206000.0,2007-12-06,2008-04-29
"4, Pickard Close, Castletown, IM9 1BB",,39G2+G7H,213000.0,213000.0,2010-09-17,2011-01-14
"7, Pickard Close, Castletown, IM9 1BB",,39G2+GC7,195000.0,195000.0,2011-09-06,2011-12-14
"6, Pickard Close, Castletown, IM9 1BB",,39G2+GCC,211500.0,211500.0,2007-10-24,2008-03-18
"6, Pickard Close, Castletown, IM9 1BB",,39G2+GCC,239000.0,239000.0,2011-02-04,2011-06-22
"6, Pickard Close, Castletown, IM9 1BB",,39G2+GCC,218000.0,218000.0,2018-05-18,2018-05-23
"6, Pickard Close, Castletown, IM9 1BB",,39G2+GCC,250000.0,250000.0,2021-06-22,2021-09-08
"20, Douglas Street, Castletown, IM9 1BD",,39G2+GXJ,115000.0,230000.0,2010-06-26,2011-01-12
"21, Douglas Street, Castletown, IM9 1BD",,39G2+HX4,210000.0,210000.0,2016-02-11,2019-11-14
"Slieu Chairn, 5, Elizabeth Rise, Castletown, IM9 1EL",,39G2+VFM,210000.0,210000.0,2018-05-01,2018-09-25
"1, Elizabeth Rise, Castletown, IM9 1EL",,39G2+W9X,228500.0,228500.0,2013-09-06,2014-01-24
"3, Elizabeth Rise, Castletown, IM9 1EL",,39G2+WC7,228500.0,228500.0,2007-02-09,2007-09-22
"3, Elizabeth Rise, Castletown, IM9 1EL",,39G2+WC7,315000.0,315000.0,2020-11-30,2020-12-23
"Windrush, Bowling Green Road, Castletown, IM9 1EA",,39G3+J3W,1.0,67000.0,1995-08-02,2008-08-23
"Windrush, Bowling Green Road, Castletown, IM9 1EA",,39G3+J3W,1.0,67000.0,2008-03-23,2008-08-23
"Windrush, Bowling Green Road, Castletown, IM9 1EA",,39G3+J3W,250000.0,250000.0,2008-11-21,2009-01-15
"9, College Green, Castletown, IM9 1BE",,39G3+JHP,565000.0,565000.0,2007-08-30,2008-03-06
"9, College Green, Castletown, IM9 1BE",,39G3+JHP,650000.0,650000.0,2021-10-15,2022-01-17
"Fairhaven, Bowling Green Road, Castletown, IM9 1EA",,39G3+M46,200000.0,200000.0,2008-04-23,2008-10-31
"Fairhaven, Bowling Green Road, Castletown, IM9 1EA",,39G3+M46,250000.0,250000.0,2013-11-22,2014-04-03
"Daisyfield, Bowling Green Road, Castletown, IM9 1EA",,39G3+M4X,212000.0,0.0,2005-10-10,2006-03-08
"Daisyfield, Bowling Green Road, Castletown, IM9 1EA",,39G3+M4X,0.25,115000.0,2007-09-07,2008-03-11
"Sinclair House, 11, College Green, Castletown, IM9 1BE",,39G3+MQ7,310000.0,310000.0,2016-11-18,2018-04-11
"Thie Grianagh, 11A, College Green, Castletown, IM9 1BE",,39G3+MRC,424000.0,0.0,2005-10-28,2005-12-12
"Thie Grianagh, 11A, College Green, Castletown, IM9 1BE",,39G3+MRC,335000.0,335000.0,2019-03-01,2019-04-10
"Homefield, Bowling Green Road, Castletown, IM9 1EA",,39G3+P6W,290000.0,290000.0,2007-03-23,2007-08-29
"Homefield, Bowling Green Road, Castletown, IM9 1EA",,39G3+P6W,0.25,212500.0,2007-07-24,2008-02-05
"Homefield, Bowling Green Road, Castletown, IM9 1EA",,39G3+P6W,290000.0,290000.0,2011-02-10,2011-10-12
"Homefield, Bowling Green Road, Castletown, IM9 1EA",,39G3+P6W,245000.0,245000.0,2011-11-28,2012-01-26
"Homefield, Bowling Green Road, Castletown, IM9 1EA",,39G3+P6W,298500.0,298500.0,2017-12-22,2018-01-19
"Homefield, Bowling Green Road, Castletown, IM9 1EA",,39G3+P6W,420000.0,420000.0,2022-07-01,2022-08-03
"6, Bowling Green Road, Castletown, IM9 1EA",,39G3+PC7,406000.0,0.0,2005-11-18,2006-02-27
"Sandy Lane, Shore Road, Castletown, IM9 1BF",,39G3+PWQ,310000.0,310000.0,2018-03-23,2019-10-24
"Carina, Bowling Green Road, Castletown, IM9 1EA",,39G3+Q69,300000.0,300000.0,2010-08-05,2011-02-07
"10, Bowling Green Road, Castletown, IM9 1EA",,39G3+QF4,325000.0,325000.0,2020-09-15,2020-11-19
"12, Bowling Green Road, Castletown, IM9 1EA",,39G3+QGF,610000.0,0.0,2005-09-05,2005-12-08
"12, Bowling Green Road, Castletown, IM9 1EA",,39G3+QGF,620000.0,620000.0,2019-10-09,2019-11-06
"Belmar, Castletown, IM9 1EA","14, Bowling Green Road",39G3+QGX,580000.0,580000.0,2019-04-12,2020-12-05
"Belmar, Castletown, IM9 1EB","64, Victoria Road",39G3+QGX,225000.0,225000.0,2015-04-02,2018-05-30
"Bryn Teg, 9, Bowling Green Road, Castletown, IM9 1EA",,39G3+V95,502000.0,502000.0,2021-10-07,2022-01-24
"22, Bowling Green Road, Castletown, IM9 1EB",,39G3+VMM,0.25,400000.0,2009-03-27,2009-05-05
"22, Bowling Green Road, Castletown, IM9 1EB",,39G3+VMM,0.0,400000.0,2009-03-27,2020-08-04
"22, Bowling Green Road, Castletown, IM9 1EB",,39G3+VMM,285000.0,285000.0,2020-11-24,2020-12-11
"22, Bowling Green Road, Castletown, IM9 1EB",,39G3+VMM,15000.0,15000.0,2020-11-24,2020-12-11
"Ellan Veen Apartments, College Green, Castletown, IM9 1BE",Apartment 1,39G4+H3J,500000.0,500000.0,2020-06-18,2021-02-27
"Ellan Veen Apartments, College Green, Castletown, IM9 1BE",Apartment 3,39G4+H3J,450000.0,450000.0,2019-06-11,2020-07-01
"Ellan Veen Apartments, College Green, Castletown, IM9 1BE",Apartment 4,39G4+H3J,470000.0,470000.0,2020-02-26,2020-11-23
"Ellan Veen Apartments, College Green, Castletown, IM9 1BE",Apartment 5,39G4+H3J,700000.0,700000.0,2011-10-18,2012-03-15
"Ellan Veen Apartments, College Green, Castletown, IM9 1BE",Apartment 6,39G4+H3J,486500.0,486500.0,2020-08-12,2020-12-09
"Ellan Veen Apartments, College Green, Castletown, IM9 1BE",Flat 2,39G4+H3J,575000.0,575000.0,2017-12-01,2018-05-04
"15, College Green Road, Castletown, IM9 1BE",,39G4+M2W,325000.0,325000.0,2007-08-10,2008-01-30
"Pro-Tem, 36, The Promenade, Castletown, IM9 1BG",,39G4+MC6,186000.0,186000.0,2009-03-16,2009-05-05
"Little Cove, 39, The Promenade, Castletown, IM9 1BG",,39G4+MGH,200000.0,200000.0,2014-11-28,2015-06-24
"Glengarriff, 17, College Green, Castletown, IM9 1BE",,39G4+P42,150000.0,300000.0,2010-11-29,2013-10-01
"Glengarriff, 17, College Green, Castletown, IM9 1BE",,39G4+P42,245000.0,245000.0,2019-07-12,2019-08-31
"Gull Cottage, 19, College Green, Castletown, IM9 1BE",,39G4+P45,475000.0,475000.0,2008-05-30,2008-09-13
"Gull Cottage, 19, College Green, Castletown, IM9 1BE",,39G4+P45,435000.0,435000.0,2011-07-21,2011-10-13
"Myrtle Cottage, 21, College Green, Castletown, IM9 1BE",,39G4+P59,375000.0,375000.0,2021-11-10,2022-02-21
"Derby Court, 42, The Promenade, Castletown, IM9 1BG",Apartment 3,39G4+PP3,152000.0,152000.0,2019-01-23,2019-07-26
"Derby Court, 42, The Promenade, Castletown, IM9 1BG",Flat 2,39G4+PP3,225000.0,225000.0,2013-05-10,2014-01-24
"Derby Court, 42, The Promenade, Castletown, IM9 1BG",Flat 5,39G4+PP3,280000.0,280000.0,2023-03-24,2023-05-30
"Stoney Beach, 45, The Promenade, Castletown, IM9 1BQ",,39G4+PVP,276000.0,0.0,2006-05-02,2006-11-03
"Sunny Cott, 46, The Promenade, Castletown, IM9 1BQ",,39G4+PXV,0.25,200000.0,2009-10-29,2010-04-13
"Sunny Cott, 46, The Promenade, Castletown, IM9 1BQ",,39G4+PXV,80000.0,200000.0,2021-11-03,2021-11-15
"Briardale, 6, Shore Road, Castletown, IM9 1BF",,39G4+Q8P,190000.0,190000.0,2002-03-22,2016-05-10
"Briardale, 6, Shore Road, Castletown, IM9 1BF",,39G4+Q8P,350000.0,350000.0,2020-08-14,2020-10-29
"Milan Veterinary Practice, Shore Road, Castletown, IM9 1BF",,39G4+R44,195000.0,195000.0,2010-12-20,2013-11-15
"Ribblesdale, 5, Shore Road, Castletown, IM9 1BF",,39G4+R84,280000.0,280000.0,2018-03-23,2018-06-28
"Mannin Veen, Shore Road, Castletown, IM9 1BF",,39G4+V3W,455000.0,455000.0,2014-05-22,2014-09-24
"Whitburn, Shore Road, Castletown, IM9 1BF",,39G4+V83,0.0,260000.0,2017-01-30,2017-06-28
